4.834218740008537019e+00,-1.235724723657975366e+00,-5.063243119237462508e+00,-1.491371211829637833e+00,1.833658984350445831e+00,-1.388671355889756764e+00,-3.326655124091940641e-01,3.387985495810814651e+00,8.212065723880028756e-01,2.236917554600263147e-01,5.000000000000000000e+00
2.445047371999902186e+00,1.677096547931111292e+00,1.592237285626956211e+00,3.088918013481300129e+00,-1.266538528634268412e-01,1.252895219501314550e+00,-1.566444580971270817e+00,-9.855024796664192399e-01,-8.333289301574597907e-01,-1.183839413647935102e+00,1.000000000000000000e+01
-4.834570294604440654e+00,5.711843950693610950e+00,-2.027577217448241154e+00,-7.730370980805508774e-01,-8.881655887543995487e-01,-3.845323047503094394e+00,6.390572322996812549e-01,-1.452940031832999912e+00,-4.192582069616432872e-01,-4.577723349993494395e-01,1.900000000000000000e+01
1.440950280909913728e+00,-5.847280327645083098e+00,1.936937147827738182e+00,2.208808652141523776e+00,-5.658112214467539758e+00,-2.893411844448820602e+00,7.914724982600331860e-01,-1.008017377004050585e+00,1.921381059936519975e+00,-1.299234432002417394e+00,1.700000000000000000e+01
5.933245906235361744e+00,2.470315420913165916e+00,-2.769161623248480808e+00,4.090144191238961335e-01,-7.403189854678314530e-02,3.894386887372904282e-01,-1.690916900477997586e+00,8.513294806511950696e-01,3.202834501090678909e-02,1.846963356851856197e+00,4.000000000000000000e+00
7.085125658772897239e+00,-1.849095424345165606e+00,-2.622368393022583621e+00,2.407095656956961705e+00,-1.696421473544310610e+00,-1.088489754575349355e+00,8.966647732558953310e-01,-2.241618208574631232e+00,2.168898581083461341e+00,1.163963679399272921e+00,7.000000000000000000e+00
6.411653401693522270e+00,-3.230844173249685647e-01,5.971695493869271232e+00,4.174927015022221077e+00,2.087757148546930619e+00,-2.769806115432753013e-01,1.200516039938410273e+00,2.697861662036789010e+00,3.567001464850681480e-01,1.220666381235480991e+00,3.000000000000000000e+00
-1.004609012747052788e+01,-2.352634309884013675e+00,3.071038359018694042e+00,1.032737235422722666e+00,2.650756393135415556e-01,-2.861914745679099426e-01,-1.582670213004610416e+00,2.410441092765937210e+00,-4.987294036737912467e-02,4.734954214452496979e-01,1.800000000000000000e+01
-5.753322673590130165e+00,4.505718982043191434e-01,-2.144083406298361583e-01,1.782802203973770316e+00,7.146806072487839057e-01,7.465276747057570939e-01,-2.472574193467949488e+00,3.843877476261164383e-01,-1.297367178120043540e+00,2.801693402529872312e+00,9.000000000000000000e+00
5.359098394481917715e+00,1.395711705995018814e+00,7.715590100619849068e-01,-4.015780328984858372e+00,1.049944967234063498e+00,1.831116204243781187e+00,3.523832770428182992e-01,-3.386313164473034654e+00,-3.897141492549145880e+00,1.915303307977528346e-01,1.600000000000000000e+01
